,zpid,streetAddress,city,state,zipcode,latitude,longitude,bedrooms,bathrooms,livingArea,lotAreaValue,lotAreaUnit,rentZestimate,taxAssessedValue,price,walkscore,bikescore,violent_crime,property_crime,cost_of_living,avg_sal,st_ratio,air_quality,n_per_household
478,26814547,639 Mannington Dr,Dallas,TX,75232,32.67156,-96.833275,3.0,2.0,1646,0.438,acres,1740.0,155370.0,219000,36.0,59.0,65.7,72.3,95.9,"$35,443",10,36,2.9
479,26780521,3419 Spruce Valley Ln,Dallas,TX,75233,32.70259,-96.87838,4.0,3.0,2164,10193.04,sqft,2425.0,168390.0,389900,39.0,42.0,59.6,67.9,102.5,"$39,175",10,48,3.3
480,26736337,3839 Hawick Ln,Dallas,TX,75220,32.86397,-96.8515,3.0,2.0,1504,9016.92,sqft,2195.0,285450.0,400000,68.0,36.0,58.2,67.6,115.2,"$38,628",10,38,3.2
481,26869583,9224 Alta Oaks Dr,Dallas,TX,75243,32.90587,-96.73872,4.0,3.0,3031,9408.96,sqft,3499.0,459810.0,875000,62.0,52.0,63.7,72.7,102.0,"$36,010",10,48,2.5
482,2061963365,6565-6567 Ascot Ln,Dallas,TX,75214,32.85368,-96.74445,2.0,2.0,2050,8319.96,sqft,,,560000,61.0,74.0,35.3,49.6,142.8,"$71,740",10,50,2.2
483,26837641,2823 Housley Dr,Dallas,TX,75228,32.85267,-96.66637,3.0,1.0,1311,7405.2,sqft,,176620.0,275000,45.0,49.0,58.0,67.2,99.8,"$36,773",10,51,3.0
484,26737729,3622 Shelley Blvd,Dallas,TX,75211,32.72805,-96.88027,3.0,2.0,1244,7710.12,sqft,1995.0,157830.0,259000,54.0,8.0,59.1,67.3,94.3,"$36,908",10,50,3.6
485,96531261,5808 McCommas Blvd #A203,Dallas,TX,75206,32.82963,-96.76712,2.0,3.0,1447,0.483,acres,2527.0,289400.0,399900,65.0,18.0,47.6,61.2,132.5,"$52,889",10,44,1.8
486,26721776,2922 Idaho Ave,Dallas,TX,75216,32.710556,-96.81179,2.0,1.0,1097,9016.92,sqft,1327.0,122710.0,215000,49.0,41.0,70.7,76.4,82.1,"$23,591",10,36,2.9
487,26804356,4744 Alta Vista Cir,Dallas,TX,75229,32.90348,-96.82582,7.0,6.0,7179,0.560999999999999,acres,,1163030.0,2100000,39.0,85.0,32.4,44.1,131.3,"$74,274",10,47,3.0
488,336872468,4945 Ben Casey Ct,Dallas,TX,75227,32.783104,-96.687256,3.0,3.0,1984,3402.036,sqft,,211800.0,365000,63.0,93.0,53.9,63.3,92.9,"$38,201",10,53,3.4
489,26685340,425 Martinique Ave,Dallas,TX,75223,32.801964,-96.74936,3.0,2.0,1192,7230.96,sqft,1984.0,264190.0,385000,73.0,75.0,56.6,65.2,90.9,"$36,206",10,44,3.1
490,2061968852,4017 Buena Vista St UNIT 105,Dallas,TX,75204,32.81378,-96.79686,2.0,2.0,1159,0.597,acres,,,385000,77.0,89.0,60.4,70.9,123.1,"$66,646",10,38,1.8
491,96531903,2123 Canton St,Dallas,TX,75201,32.780117,-96.790565,3.0,4.0,2307,1263.24,sqft,3869.0,518000.0,650000,74.0,77.0,49.1,63.3,167.0,"$76,408",10,30,1.6
492,336886509,4811 Manett St #104,Dallas,TX,75204,32.812283,-96.78467,2.0,3.0,1622,6054.84,sqft,,429830.0,538000,65.0,77.0,60.4,70.9,123.1,"$66,646",10,38,1.8
493,2082985602,3225 Turtle Creek Blvd APT 226,Dallas,TX,75219,32.806614,-96.80383,2.0,2.0,1154,3.536,acres,2199.0,,395000,66.0,49.0,47.7,61.0,111.5,"$60,726",10,40,1.7
494,53389384,2821 Hood St,Dallas,TX,75219,32.8054,-96.81321,3.0,4.0,4324,3615.48,sqft,,1125000.0,4000000,64.0,36.0,47.7,61.0,111.5,"$60,726",10,40,1.7
495,2093494712,4520 Holland Ave APT 107,Dallas,TX,75219,32.820786,-96.812,1.0,1.0,502,0.367,acres,1185.0,,199000,60.0,14.0,47.7,61.0,111.5,"$60,726",10,40,1.7
496,26882808,13427 Bayard Cir,Dallas,TX,75243,32.931026,-96.71011,3.0,2.0,1888,10193.04,sqft,2064.0,236480.0,355000,54.0,46.0,63.7,72.7,102.0,"$36,010",10,48,2.5
497,26774250,3126 Michigan Ave,Dallas,TX,75216,32.706566,-96.81674,4.0,2.0,1533,7666.56,sqft,1649.0,114590.0,265000,47.0,15.0,70.7,76.4,82.1,"$23,591",10,36,2.9
498,26840487,2323 Van Cleave Dr,Dallas,TX,75216,32.724346,-96.786415,3.0,2.0,1517,0.306,acres,,139300.0,329700,21.0,46.0,70.7,76.4,82.1,"$23,591",10,36,2.9
499,26847962,2045 Province Ln,Dallas,TX,75228,32.824677,-96.68133,3.0,3.0,2268,8450.64,sqft,,392950.0,449900,51.0,25.0,58.0,67.2,99.8,"$36,773",10,51,3.0
500,26889890,6439 Brook Lake Dr,Dallas,TX,75248,32.96798,-96.79613,4.0,5.0,5321,9975.24,sqft,3905.0,856300.0,1250000,41.0,23.0,35.2,49.4,129.0,"$68,745",10,49,2.2
501,26881001,4326 Harvest Hill Rd,Dallas,TX,75244,32.921944,-96.835396,3.0,2.0,1911,5379.66,sqft,6336.0,269890.0,429000,54.0,27.0,35.0,49.6,136.6,"$71,888",10,43,2.3
502,26837908,7210 Mason Dells Dr,Dallas,TX,75230,32.90305,-96.78195,4.0,4.0,2812,0.371,acres,,708990.0,865000,56.0,4.0,33.6,46.8,161.1,"$69,028",10,43,2.2
503,26877411,17202 Meadow Tree Cir,Dallas,TX,75248,32.980213,-96.82657,4.0,4.0,3935,6926.04,sqft,3952.0,507140.0,1195000,39.0,41.0,35.2,49.4,129.0,"$68,745",10,49,2.2
504,96533324,1911 Ebbtide Ln,Dallas,TX,75224,32.69955,-96.85097,4.0,3.0,3456,9539.64,sqft,2680.0,365000.0,629999,39.0,82.0,65.1,71.9,89.6,"$34,592",10,31,3.3
505,26896250,10217 Teagarden Rd,Dallas,TX,75217,32.676395,-96.64407,5.0,3.0,3498,0.404,acres,3358.0,84080.0,339000,30.0,51.0,60.6,67.8,92.1,"$35,786",10,50,3.8
506,26889143,6109 Sandydale Dr,Dallas,TX,75248,32.9627,-96.80133000000001,4.0,5.0,3337,0.381,acres,4132.0,553800.0,854000,52.0,13.0,35.2,49.4,129.0,"$68,745",10,49,2.2
507,60346740,3611 N Versailles Ave,Dallas,TX,75209,32.82967,-96.823,4.0,4.0,3310,3920.4,sqft,4589.0,765280.0,1190000,62.0,26.0,33.4,46.7,152.1,"$81,791",10,43,2.3
508,26830161,2342 Kingswood Dr,Dallas,TX,75228,32.79912,-96.71441,4.0,2.0,1212,7492.32,sqft,1615.0,137710.0,369990,38.0,47.0,58.0,67.2,99.8,"$36,773",10,51,3.0
509,26910078,4708 Pecan Meadow Dr,Dallas,TX,75236,32.67875,-96.900696,3.0,1.0,1235,8102.16,sqft,1702.0,149260.0,195000,40.0,86.0,65.3,73.1,95.9,"$38,408",10,54,2.9
510,26892675,7132 Cloverglen Dr,Dallas,TX,75249,32.628716,-96.946396,3.0,2.0,1889,6708.24,sqft,1950.0,188290.0,230000,34.0,40.0,37.9,50.8,100.2,"$53,624",10,59,3.0
511,26724949,1411 Kingsley Dr,Dallas,TX,75216,32.685406,-96.801216,4.0,2.0,1344,7710.12,sqft,1699.0,92000.0,226000,41.0,78.0,70.7,76.4,82.1,"$23,591",10,36,2.9
512,67965568,4414 Cedar Springs Rd APT 111,Dallas,TX,75219,32.815163,-96.81619,1.0,1.0,784,0.0,sqft,1589.0,184240.0,249900,68.0,33.0,47.7,61.0,111.5,"$60,726",10,40,1.7
513,26742620,10415 Cayuga Dr,Dallas,TX,75228,32.83719,-96.68659,2.0,1.0,1050,7535.88,sqft,1649.0,180130.0,285000,48.0,35.0,58.0,67.2,99.8,"$36,773",10,51,3.0
514,80224686,1111 S Akard St UNIT 408,Dallas,TX,75215,32.772327,-96.79477,2.0,1.0,984,0.752,acres,2070.0,221400.0,260000,63.0,20.0,70.4,76.2,84.2,"$23,991",10,44,2.5
515,26776996,1435 Autumn Leaves Trl,Dallas,TX,75241,32.680443,-96.800354,3.0,2.0,1410,0.25,sqft,1665.0,121370.0,247900,26.0,62.0,70.1,76.0,92.1,"$32,258",10,25,3.0
516,26634306,18820 Voss Rd,Dallas,TX,75287,33.006386,-96.83718,4.0,3.0,2522,4791.6,sqft,2967.0,296000.0,499000,37.0,94.0,57.5,69.0,115.3,"$47,037",10,45,1.9
517,26909381,4307 Scarsdale Ln,Dallas,TX,75227,32.770912,-96.65941,3.0,2.0,1600,3746.16,sqft,1799.0,162490.0,299900,32.0,30.0,53.9,63.3,92.9,"$38,201",10,53,3.4
518,26743901,11722 Sunland St,Dallas,TX,75218,32.854458,-96.68701,3.0,2.0,1726,7840.8,sqft,2129.0,310000.0,435000,65.0,22.0,35.8,50.3,121.6,"$71,820",10,51,2.3
519,60331770,3711 Holland Ave APT 304,Dallas,TX,75219,32.812393,-96.80341,2.0,2.0,1186,0.0,sqft,2300.0,296500.0,350000,73.0,60.0,47.7,61.0,111.5,"$60,726",10,40,1.7
520,26905250,4903 Lomax Dr,Dallas,TX,75227,32.78128,-96.69355,3.0,2.0,1130,4150.0,sqft,1500.0,124120.0,250000,52.0,42.0,53.9,63.3,92.9,"$38,201",10,53,3.4
521,26845626,3070 Larry Dr,Dallas,TX,75228,32.821693,-96.662994,3.0,2.0,1438,10846.44,sqft,1697.0,172520.0,230000,36.0,86.0,58.0,67.2,99.8,"$36,773",10,51,3.0
522,26607715,17607 Loveland Dr,Dallas,TX,75252,32.99197,-96.799644,4.0,3.0,2612,7840.8,sqft,2849.0,402645.0,779000,50.0,83.0,42.2,56.5,124.0,"$55,237",10,48,2.1
523,26889024,15310 Leafy Ln,Dallas,TX,75248,32.958412,-96.798096,4.0,3.0,2448,8799.12,sqft,2999.0,400000.0,680000,37.0,53.0,35.2,49.4,129.0,"$68,745",10,49,2.2
524,26711047,821 Haines Ave,Dallas,TX,75208,32.75307,-96.8295,3.0,2.0,2610,7230.96,sqft,3480.0,347360.0,525000,59.0,64.0,49.5,60.4,107.9,"$46,547",10,41,3.1
525,67953600,4109 Lafayette St,Dallas,TX,75204,32.802734,-96.786606,3.0,4.0,1879,1219.68,sqft,3750.0,377680.0,514900,70.0,27.0,60.4,70.9,123.1,"$66,646",10,38,1.8
526,2064306217,3516 Parkridge Dr APT 109,Dallas,TX,75234,32.91169,-96.86001,2.0,2.0,1122,7.526,acres,,,200000,55.0,44.0,31.6,40.5,102.6,"$55,060",10,46,2.9
527,26875348,7618 Kilmichael Ln,Dallas,TX,75248,32.976994,-96.77485,4.0,3.0,3681,0.258,acres,4625.0,528160.0,1175000,73.0,49.0,35.2,49.4,129.0,"$68,745",10,49,2.2
528,26800779,8949 Shorelark Dr,Dallas,TX,75217,32.740074,-96.66688,3.0,2.0,1939,8494.2,sqft,1998.0,151610.0,259900,35.0,47.0,60.6,67.8,92.1,"$35,786",10,50,3.8
529,26818637,2025 Red Cloud Dr,Dallas,TX,75217,32.7485,-96.65271,3.0,2.0,1241,3833.28,sqft,,86080.0,235000,50.0,85.0,60.6,67.8,92.1,"$35,786",10,50,3.8
530,26734626,4337 Hopkins Ave,Dallas,TX,75209,32.84794,-96.83585,3.0,2.0,1201,8595.0,sqft,2300.0,293520.0,559000,55.0,48.0,33.4,46.7,152.1,"$81,791",10,43,2.3
531,53071359,19119 Windmill Ln,Dallas,TX,75252,33.00849,-96.79042,6.0,5.0,5407,0.7000000000000001,acres,5596.0,719984.0,1199999,53.0,89.0,42.2,56.5,124.0,"$55,237",10,48,2.1
532,248745517,4417 Worth St,Dallas,TX,75246,32.79494,-96.77204,4.0,3.0,3616,0.255,acres,3762.0,586000.0,795000,72.0,48.0,70.7,76.4,101.4,"$35,496",10,45,2.1
533,26785802,5419 Enchanted Ln,Dallas,TX,75227,32.79079,-96.70596,4.0,2.0,2034,8407.08,sqft,2195.0,273510.0,427900,53.0,93.0,53.9,63.3,92.9,"$38,201",10,53,3.4
534,26709489,936 W 8th St,Dallas,TX,75208,32.74787,-96.839226,4.0,2.0,1872,5967.72,sqft,2918.0,276470.0,650000,65.0,66.0,49.5,60.4,107.9,"$46,547",10,41,3.1
535,26826332,1223 Golden Trophy Dr,Dallas,TX,75232,32.66553,-96.8419,5.0,2.0,1585,9452.52,sqft,1760.0,129760.0,345000,47.0,29.0,65.7,72.3,95.9,"$35,443",10,36,2.9
536,96507487,2111 Canton St,Dallas,TX,75201,32.78008,-96.790985,3.0,4.0,2216,1393.92,sqft,3895.0,503340.0,695000,74.0,51.0,49.1,63.3,167.0,"$76,408",10,30,1.6
537,80235453,5111 Manett St APT 101,Dallas,TX,75206,32.815155,-96.78236,2.0,1.0,847,0.55,acres,1586.0,211750.0,285000,69.0,46.0,47.6,61.2,132.5,"$52,889",10,44,1.8
538,26853086,8540 Westfield Dr,Dallas,TX,75243,32.89973,-96.75557,3.0,3.0,1816,8145.72,sqft,2699.0,285530.0,399900,55.0,41.0,63.7,72.7,102.0,"$36,010",10,48,2.5
539,2062055650,7916 Royal Ln #114,Dallas,TX,75230,32.898582,-96.76951,2.0,2.0,1110,2.36,acres,,,207000,56.0,66.0,33.6,46.8,161.1,"$69,028",10,43,2.2
540,2090855501,7826 Royal Ln APT 207,Dallas,TX,75230,32.898125,-96.772,2.0,2.0,1092,2.296,acres,1588.0,,189000,52.0,93.0,33.6,46.8,161.1,"$69,028",10,43,2.2
541,26729449,2311 Lawndale Dr,Dallas,TX,75211,32.76257,-96.86117,2.0,2.0,1544,8712.0,sqft,2388.0,365110.0,549900,59.0,46.0,59.1,67.3,94.3,"$36,908",10,50,3.6
542,26778520,2833 Fakes Dr,Dallas,TX,75224,32.71556,-96.854576,3.0,2.0,1228,6751.8,sqft,1984.0,148880.0,399000,67.0,61.0,65.1,71.9,89.6,"$34,592",10,31,3.3
543,80231056,5713 La Vista Dr,Dallas,TX,75206,32.81283,-96.7696,3.0,4.0,1642,1045.44,sqft,2710.0,400920.0,699000,68.0,6.0,47.6,61.2,132.5,"$52,889",10,44,1.8
544,26807240,10311 Crittendon Dr,Dallas,TX,75229,32.887226,-96.85775,4.0,3.0,2476,0.5,acres,,425830.0,739000,55.0,42.0,32.4,44.1,131.3,"$74,274",10,47,3.0
545,26717211,2442 Emmett St,Dallas,TX,75211,32.732754,-96.85869,3.0,2.0,1350,6795.36,sqft,1981.0,156160.0,385000,52.0,93.0,59.1,67.3,94.3,"$36,908",10,50,3.6
546,26914428,8332 Paxson Trl,Dallas,TX,75249,32.650482,-96.96987,3.0,2.0,1687,5706.36,sqft,2149.0,204380.0,325000,5.0,58.0,37.9,50.8,100.2,"$53,624",10,59,3.0
547,26912967,6725 Kingshollow Dr,Dallas,TX,75248,32.968082,-96.79012,4.0,4.0,2545,8799.12,sqft,3099.0,435190.0,675000,47.0,21.0,35.2,49.4,129.0,"$68,745",10,49,2.2
548,26679837,2801 Welborn St,Dallas,TX,75219,32.806705,-96.81034,3.0,3.0,2696,1568.16,sqft,,515680.0,985000,71.0,7.0,47.7,61.0,111.5,"$60,726",10,40,1.7
549,162206696,412 Marshalldell Ave,Dallas,TX,75211,32.741924,-96.87244,3.0,3.0,1704,10585.08,sqft,1798.0,117880.0,415000,61.0,63.0,59.1,67.3,94.3,"$36,908",10,50,3.6
550,55826846,12240 Pecan Forest Dr,Dallas,TX,75230,32.916042,-96.77945,4.0,7.0,9545,0.761,acres,21188.0,3281660.0,6650000,58.0,66.0,33.6,46.8,161.1,"$69,028",10,43,2.2
551,26759538,5138 Deloache Ave,Dallas,TX,75220,32.870327,-96.819855,6.0,9.0,11185,1.45,acres,,6400000.0,9750000,38.0,70.0,58.2,67.6,115.2,"$38,628",10,38,3.2
552,26685903,5717 Tremont St,Dallas,TX,75214,32.805206,-96.75736,3.0,2.0,1762,9365.4,sqft,2823.0,286820.0,394900,68.0,46.0,35.3,49.6,142.8,"$71,740",10,50,2.2
553,2102372530,5234 Fleetwood Oaks Ave APT 218,Dallas,TX,75235,32.817474,-96.82957,2.0,2.0,971,3.3038,acres,1846.0,,220000,53.0,37.0,62.0,71.2,96.3,"$40,593",10,43,2.6
554,337792790,1912 Saint Andrews Dr,Celina,TX,75009,33.002857,-96.79786,4.0,3.0,2936,9104.04,sqft,,445937.0,620000,52.0,95.0,13.3,18.0,116.2,"$84,661",10,63,3.1
555,26782606,2210 Village Way,Dallas,TX,75216,32.710526,-96.79287,2.0,1.0,769,6882.48,sqft,1310.0,60000.0,123000,47.0,44.0,70.7,76.4,82.1,"$23,591",10,36,2.9
556,26830407,2580 El Cerrito Dr,Dallas,TX,75228,32.801098,-96.7024,3.0,2.0,1606,7884.36,sqft,2056.0,242360.0,449000,39.0,54.0,58.0,67.2,99.8,"$36,773",10,51,3.0
557,162198113,640 W Neely St,Dallas,TX,75208,32.750103,-96.83342,,3.0,2172,8058.6,sqft,3399.0,260280.0,500000,60.0,18.0,49.5,60.4,107.9,"$46,547",10,41,3.1
558,26790108,3823 Davila Dr,Dallas,TX,75220,32.868347,-96.85198,3.0,1.0,1112,7056.72,sqft,,262790.0,464800,47.0,57.0,58.2,67.6,115.2,"$38,628",10,38,3.2
559,2062112577,4859 Cedar Springs Rd APT 156,Dallas,TX,75219,32.819923,-96.821846,1.0,1.0,665,6.609,acres,,,145000,53.0,55.0,47.7,61.0,111.5,"$60,726",10,40,1.7
560,89376577,14115 Kelann Ct,Dallas,TX,75253,32.67477,-96.592,5.0,4.0,3560,0.263,acres,,235290.0,385000,26.0,40.0,58.0,65.7,97.1,"$34,788",10,57,3.4
561,26701198,7007 Clayton Ave,Dallas,TX,75214,32.813976,-96.73747,3.0,2.0,1759,9016.92,sqft,,514370.0,799000,66.0,23.0,35.3,49.6,142.8,"$71,740",10,50,2.2
562,26854633,9811 Crestwick Dr,Dallas,TX,75238,32.875862,-96.716774,4.0,3.0,1884,10236.6,sqft,2734.0,334060.0,590000,40.0,28.0,42.3,55.6,128.4,"$52,542",10,53,2.5
563,26872279,15311 Leavalley Dr,Dallas,TX,75248,32.957985,-96.779625,4.0,4.0,3307,0.303,acres,2999.0,458080.0,595000,65.0,93.0,35.2,49.4,129.0,"$68,745",10,49,2.2
564,26790397,3850 Clover Ln,Dallas,TX,75220,32.870396,-96.850815,5.0,5.0,4047,7274.52,sqft,,885820.0,1475000,43.0,29.0,58.2,67.6,115.2,"$38,628",10,38,3.2
565,26753049,10683 Pagewood Dr,Dallas,TX,75230,32.89255,-96.77957,4.0,4.0,3735,0.307299999999999,acres,4407.0,614970.0,799000,48.0,53.0,33.6,46.8,161.1,"$69,028",10,43,2.2
566,2062114574,4235 Rawlins St APT 16,Dallas,TX,75219,32.81511,-96.81166,3.0,4.0,2029,1.302,acres,,,518000,75.0,48.0,47.7,61.0,111.5,"$60,726",10,40,1.7
567,26586947,5822 Bentwood Trl,Dallas,TX,75252,33.005737,-96.80437,4.0,3.0,3055,0.29,acres,2699.0,530931.0,750000,33.0,39.0,42.2,56.5,124.0,"$55,237",10,48,2.1
568,26809304,3657 Northaven Rd,Dallas,TX,75229,32.90258,-96.85689,3.0,3.0,1948,0.31,acres,2949.0,397180.0,599000,64.0,35.0,32.4,44.1,131.3,"$74,274",10,47,3.0
569,2062115583,9520 Royal Ln #201,Dallas,TX,75243,32.89312,-96.7368,1.0,1.0,524,1.224,acres,,,84900,47.0,16.0,63.7,72.7,102.0,"$36,010",10,48,2.5
570,26874729,7817 La Manga Dr,Dallas,TX,75248,32.970615,-96.77181,4.0,2.0,2123,8145.72,sqft,,331660.0,599000,56.0,48.0,35.2,49.4,129.0,"$68,745",10,49,2.2
571,26743301,10542 Vinemont St,Dallas,TX,75218,32.84929,-96.69591,3.0,2.0,2140,8929.8,sqft,3284.0,362030.0,615000,39.0,40.0,35.8,50.3,121.6,"$71,820",10,51,2.3
572,26706458,6510 Malcolm Dr,Dallas,TX,75214,32.829887,-96.74963,3.0,3.0,2425,10236.6,sqft,3916.0,665000.0,875000,36.0,40.0,35.3,49.6,142.8,"$71,740",10,50,2.2
573,2062130378,9520 Royal Ln APT 101,Dallas,TX,75243,32.89312,-96.7368,1.0,1.0,524,1.224,acres,,,84900,47.0,43.0,63.7,72.7,102.0,"$36,010",10,48,2.5
574,26728871,330 Avenue G,Dallas,TX,75203,32.745213,-96.79274,2.0,1.0,816,5532.12,sqft,1394.0,67160.0,140000,52.0,50.0,70.1,76.0,88.0,"$29,045",10,35,2.7
575,26826328,1247 Golden Trophy Dr,Dallas,TX,75232,32.66552,-96.842865,3.0,2.0,2176,9713.88,sqft,2174.0,193500.0,370000,36.0,41.0,65.7,72.3,95.9,"$35,443",10,36,2.9
576,26728970,331 Avenue J,Dallas,TX,75203,32.745216,-96.79065,2.0,1.0,819,5227.2,sqft,2005.0,70000.0,130000,49.0,34.0,70.1,76.0,88.0,"$29,045",10,35,2.7
577,26768543,503 Avenue G,Dallas,TX,75203,32.74313,-96.79271,2.0,1.0,840,8058.6,sqft,1394.0,75000.0,150000,52.0,45.0,70.1,76.0,88.0,"$29,045",10,35,2.7
578,26776161,4603 Idaho Ave,Dallas,TX,75216,32.688072,-96.81228,3.0,2.0,1401,8276.4,sqft,2100.0,152360.0,310000,42.0,46.0,70.7,76.4,82.1,"$23,591",10,36,2.9
579,26747389,6120 Berwyn Ln,Dallas,TX,75214,32.842712,-96.76005,4.0,3.0,2279,9931.68,sqft,4181.0,644980.0,1050000,53.0,91.0,35.3,49.6,142.8,"$71,740",10,50,2.2
580,26874792,7836 Querida Ln,Dallas,TX,75248,32.96927,-96.77098,3.0,3.0,2357,8189.28,sqft,2996.0,361050.0,600000,54.0,21.0,35.2,49.4,129.0,"$68,745",10,49,2.2
581,26690660,5336 Miller Ave,Dallas,TX,75206,32.821,-96.77827,2.0,3.0,1356,8015.04,sqft,,342560.0,669000,62.0,46.0,47.6,61.2,132.5,"$52,889",10,44,1.8
582,26683729,4020 Holland Ave APT 205,Dallas,TX,75219,32.815636,-96.806,2.0,2.0,1045,0.551,acres,,167200.0,279000,80.0,36.0,47.7,61.0,111.5,"$60,726",10,40,1.7
583,26744093,10868 Caprock Cir,Dallas,TX,75218,32.855694,-96.6951,3.0,2.0,1877,8886.24,sqft,2469.0,439880.0,625000,36.0,67.0,35.8,50.3,121.6,"$71,820",10,51,2.3
584,69669729,2229 Forest Hollow Park,Dallas,TX,75228,32.807907,-96.707855,3.0,3.0,2418,7187.4,sqft,,450200.0,599000,36.0,41.0,58.0,67.2,99.8,"$36,773",10,51,3.0
585,26845971,8505 Sikorski Ln,Dallas,TX,75228,32.80549,-96.69605,4.0,2.0,2370,6621.12,sqft,,281970.0,475000,49.0,58.0,58.0,67.2,99.8,"$36,773",10,51,3.0
586,26696750,2421 Throckmorton St,Dallas,TX,75219,32.805557,-96.818405,3.0,4.0,2584,3746.16,sqft,,627970.0,718000,48.0,10.0,47.7,61.0,111.5,"$60,726",10,40,1.7
587,26771281,2623 Poinsettia Dr,Dallas,TX,75211,32.725803,-96.86174,3.0,2.0,1506,7013.16,sqft,1995.0,152680.0,329900,51.0,57.0,59.1,67.3,94.3,"$36,908",10,50,3.6
588,26901072,5626 Preston Oaks Rd APT 5C,Dallas,TX,75254,32.943005,-96.813034,3.0,2.0,1356,5.267,acres,1981.0,183060.0,285000,46.0,35.0,64.4,73.8,96.7,"$43,577",10,41,2.2
589,26825092,736 Glen Oaks Blvd,Dallas,TX,75232,32.6764,-96.83543,3.0,3.0,2931,0.454999999999999,acres,2475.0,253150.0,499500,29.0,82.0,65.7,72.3,95.9,"$35,443",10,36,2.9
590,26842660,2810 San Paula Ave,Dallas,TX,75228,32.831833,-96.66592,4.0,3.0,1931,7579.44,sqft,2162.0,232380.0,460000,51.0,68.0,58.0,67.2,99.8,"$36,773",10,51,3.0
591,26780219,2679 Deep Hill Cir,Dallas,TX,75233,32.69382,-96.862686,3.0,2.0,2010,0.34800000000000003,acres,2195.0,179220.0,435000,18.0,38.0,59.6,67.9,102.5,"$39,175",10,48,3.3
592,69232768,4111 Cole Ave APT 24,Dallas,TX,75204,32.814808,-96.79356,2.0,2.0,1090,0.9380000000000001,acres,,247500.0,405000,84.0,21.0,60.4,70.9,123.1,"$66,646",10,38,1.8
593,2079177645,9831 Walnut St #214,Dallas,TX,75243,32.922756,-96.71735,2.0,1.0,774,8.814,acres,868.0,,115900,54.0,52.0,63.7,72.7,102.0,"$36,010",10,48,2.5
594,26846066,8523 Van Pelt Dr,Dallas,TX,75228,32.80323,-96.69394,3.0,2.0,1911,7731.9,sqft,2049.0,274230.0,411000,50.0,89.0,58.0,67.2,99.8,"$36,773",10,51,3.0
595,26882555,13132 Fall Manor Dr,Dallas,TX,75243,32.927696,-96.712975,4.0,3.0,2563,9365.4,sqft,,254390.0,624900,46.0,37.0,63.7,72.7,102.0,"$36,010",10,48,2.5
596,26888751,9738 Amberley Dr,Dallas,TX,75243,32.91786,-96.719536,3.0,3.0,3039,9060.48,sqft,3499.0,306000.0,570000,51.0,66.0,63.7,72.7,102.0,"$36,010",10,48,2.5
597,84000969,2200 Victory Ave APT 2204,Dallas,TX,75219,32.784943,-96.80967,2.0,3.0,2034,1.233,acres,6692.0,1090730.0,1300000,76.0,85.0,47.7,61.0,111.5,"$60,726",10,40,1.7
598,26881728,5033 Mill Run Rd,Dallas,TX,75244,32.92319,-96.82015,3.0,3.0,3061,0.32,acres,,372380.0,675000,51.0,9.0,35.0,49.6,136.6,"$71,888",10,43,2.3
599,55701666,18119 Frankford Lakes Cir,Dallas,TX,75252,32.9989,-96.79993,3.0,3.0,2085,1742.4,sqft,2815.0,379921.0,539000,59.0,44.0,42.2,56.5,124.0,"$55,237",10,48,2.1
600,96509133,1304 Rancho Mirage Dr,Dallas,TX,75204,32.79485,-96.7834,3.0,4.0,1902,1219.68,sqft,3750.0,394560.0,535900,69.0,69.0,60.4,70.9,123.1,"$66,646",10,38,1.8
601,80239138,1759 Blacksmith Dr,Dallas,TX,75253,32.6817,-96.60681,4.0,3.0,2226,5632.308,sqft,2033.0,188390.0,340000,39.0,67.0,58.0,65.7,97.1,"$34,788",10,57,3.4
602,26718665,1505 Claude St,Dallas,TX,75203,32.74041,-96.79976,3.0,2.0,1492,7056.72,sqft,1749.0,124310.0,265000,29.0,22.0,70.1,76.0,88.0,"$29,045",10,35,2.7
603,53071822,6408 Gretchen Ln,Dallas,TX,75252,32.998203,-96.79293,4.0,3.0,2404,9147.6,sqft,,390193.0,525000,63.0,57.0,42.2,56.5,124.0,"$55,237",10,48,2.1
604,26931858,9835 Walnut St #R,Dallas,TX,75243,32.922714,-96.71725,2.0,2.0,894,894.0,sqft,999.0,59580.0,125000,54.0,37.0,63.7,72.7,102.0,"$36,010",10,48,2.5
605,60347389,5143 Tato Dr,Dallas,TX,75211,32.71869,-96.910675,4.0,2.0,1820,0.121,sqft,,226410.0,314900,42.0,31.0,59.1,67.3,94.3,"$36,908",10,50,3.6
606,26903066,12 Sarah Nash Ct,Dallas,TX,75225,32.87061,-96.77786,3.0,4.0,4895,8973.36,sqft,,1347200.0,2400000,61.0,83.0,6.7,12.9,229.3,"$156,173",10,43,2.5
607,26818965,9721 Glengreen Dr,Dallas,TX,75217,32.744015,-96.653336,3.0,2.0,1048,6616.764,sqft,1575.0,99630.0,198000,46.0,30.0,60.6,67.8,92.1,"$35,786",10,50,3.8
608,26861704,382 Beautycrest Ct,Dallas,TX,75217,32.70682,-96.661095,3.0,2.0,1263,10497.96,sqft,1691.0,133570.0,259900,44.0,65.0,60.6,67.8,92.1,"$35,786",10,50,3.8
